	st_name	st_date	st_place	st_knownfor	st_awards_wins	st_awards_nominations	st_link	st_awards_link
1178	" Matt Damon
"	1970-10-8	Boston, Massachusetts, USA	['Good Will Hunting', 'The Martian', 'The Departed', 'The Talented Mr. Ripley']	36	142	https://www.imdb.com/name/nm0000354/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000354/awards?ref_=nm_ql_2
1179	" Josh Brolin
"	1968-2-12	Santa Monica, California, USA	['No Country for Old Men', 'Avengers: Infinity War', 'Inherent Vice', 'Milk']	16	52	https://www.imdb.com/name/nm0000982/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000982/awards?ref_=nm_ql_2
1180	" Laine Megaw
"	NA	NA	['Hunger', 'Divorcing Jack', 'Mickybo and Me', 'Sunset Heights']	NA	NA	https://www.imdb.com/name/nm0002565/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0002565/awards?ref_=nm_ql_2
1181	" Matthew Fox
(I)
"	1966-7-14	Abington, Pennsylvania, USA	['Bone Tomahawk', 'Lost', 'We Are Marshall', 'Vantage Point']	6	36	https://www.imdb.com/name/nm0289142/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0289142/awards?ref_=nm_ql_2
1182	" Bradley Cooper
(I)
"	1975-1-5	Philadelphia, Pennsylvania, USA	['A Star Is Born', 'Silver Linings Playbook', 'American Sniper', 'American Hustle']	47	162	https://www.imdb.com/name/nm0177896/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0177896/awards?ref_=nm_ql_2
1183	" Liev Schreiber
"	1967-10-4	San Francisco, California, USA	['Spotlight', 'X-Men Origins: Wolverine', 'The Manchurian Candidate', 'Everything Is Illuminated']	14	39	https://www.imdb.com/name/nm0000630/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000630/awards?ref_=nm_ql_2
1184	" Steve Harris
(I)
"	1965-12-3	Chicago, Illinois, USA	['The Practice', 'The Rock', 'Diary of a Mad Black Woman', 'In Your Eyes']	3	15	https://www.imdb.com/name/nm0004996/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004996/awards?ref_=nm_ql_2
1185	" Josh Hutcherson
"	1992-10-12	Union, Kentucky, USA	['The Hunger Games', 'The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay - Part 2', 'The Kids Are All Right']	19	24	https://www.imdb.com/name/nm1242688/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1242688/awards?ref_=nm_ql_2
1186	" Michelle Monaghan
(I)
"	1976-3-23	Winthrop, Iowa, USA	['Kiss Kiss Bang Bang', 'Pixels', 'Gone Baby Gone', 'Source Code']	3	8	https://www.imdb.com/name/nm1157358/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1157358/awards?ref_=nm_ql_2
1187	" Hugh Jackman
"	1968-10-12	Sydney, New South Wales, Australia	['Les Misérables', 'Logan', 'X-Men Origins: Wolverine', 'X-Men']	29	89	https://www.imdb.com/name/nm0413168/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0413168/awards?ref_=nm_ql_2
1188	" Robert Knepper
"	1959-7-8	Fremont, Ohio, USA	['Prison Break', 'Hitman', 'Transporter 3', 'Hostage']	0	3	https://www.imdb.com/name/nm0460694/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0460694/awards?ref_=nm_ql_2
1189	" Kat Dennings
"	1986-6-13	Philadelphia, Pennsylvania, USA	"[""Nick and Norah's Infinite Playlist"", 'Thor', 'Thor: The Dark World', 'Charlie Bartlett']"	1	4	https://www.imdb.com/name/nm0993507/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0993507/awards?ref_=nm_ql_2
1190	" Jennifer Aniston
"	1969-2-11	Sherman Oaks, California, USA	"['Friends', 'Cake', ""We're the Millers"", 'The Bounty Hunter']"	35	77	https://www.imdb.com/name/nm0000098/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000098/awards?ref_=nm_ql_2
1191	" Al Pacino
(I)
"	1940-4-25	Manhattan, New York City, New York, USA	['Serpico', 'The Godfather', 'Dog Day Afternoon', 'Dick Tracy']	47	70	https://www.imdb.com/name/nm0000199/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000199/awards?ref_=nm_ql_2
1192	" Michelle Monaghan
(I)
"	1976-3-23	Winthrop, Iowa, USA	['Kiss Kiss Bang Bang', 'Pixels', 'Gone Baby Gone', 'Source Code']	3	8	https://www.imdb.com/name/nm1157358/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1157358/awards?ref_=nm_ql_2
1193	" Aidan Quinn
(I)
"	1959-3-8	Chicago, Illinois, USA	['Benny & Joon', 'Practical Magic', 'Flipped', 'Legends of the Fall']	2	13	https://www.imdb.com/name/nm0001644/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001644/awards?ref_=nm_ql_2
1194	" Frederick Lau
"	1989-8-17	Berlin, Germany	['Victoria', 'The Wave', '4 Blocks', 'Das kalte Herz']	9	4	https://www.imdb.com/name/nm1035643/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1035643/awards?ref_=nm_ql_2
1195	" Toby Jones
(I)
"	1966-9-7	Hammersmith, London, England, UK	['Tinker Tailor Soldier Spy', 'The Hunger Games', 'Captain America: The Winter Soldier', 'The Painted Veil']	10	16	https://www.imdb.com/name/nm0429363/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0429363/awards?ref_=nm_ql_2
1196	" Aaron Taylor-Johnson
"	1990-6-13	High Wycombe, Buckinghamshire, England, UK	['Kick-Ass', 'Nocturnal Animals', 'Nowhere Boy', 'Godzilla']	4	17	https://www.imdb.com/name/nm1093951/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1093951/awards?ref_=nm_ql_2
1197	" Jet Li
"	1963-4-26	Beijing, China	['The One', 'Fearless', 'Unleashed', 'Kiss of the Dragon']	6	15	https://www.imdb.com/name/nm0001472/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001472/awards?ref_=nm_ql_2
1198	" Mila Kunis
"	1983-8-14	Chernovtsy, Ukrainian SSR, USSR [now Chernivtsi, Ukraine]	['Black Swan', 'Bad Moms', 'Jupiter Ascending', 'Forgetting Sarah Marshall']	13	56	https://www.imdb.com/name/nm0005109/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0005109/awards?ref_=nm_ql_2
1199	" Emily Mortimer
"	1971-12-1	London, England, UK	['Mary Poppins Returns', 'Lars and the Real Girl', 'Transsiberian', 'Harry Brown']	5	15	https://www.imdb.com/name/nm0607865/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0607865/awards?ref_=nm_ql_2
1200	" Diane Kruger
"	1976-7-15	Algermissen, Lower Saxony, West Germany	['Inglourious Basterds', 'National Treasure', 'Unknown', 'In the Fade']	16	17	https://www.imdb.com/name/nm1208167/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1208167/awards?ref_=nm_ql_2
1201	" Patrick Wilson
(I)
"	1973-7-3	Norfolk, Virginia, USA	['The Phantom of the Opera', 'Hard Candy', 'Insidious', 'Watchmen']	2	18	https://www.imdb.com/name/nm0933940/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0933940/awards?ref_=nm_ql_2
1202	" Zoe Saldana
"	1978-6-19	Passaic, New Jersey, USA	['Avatar', 'Guardians of the Galaxy', 'Star Trek', 'Guardians of the Galaxy Vol. 2']	16	60	https://www.imdb.com/name/nm0757855/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0757855/awards?ref_=nm_ql_2
1203	" Bradley Cooper
(I)
"	1975-1-5	Philadelphia, Pennsylvania, USA	['A Star Is Born', 'Silver Linings Playbook', 'American Sniper', 'American Hustle']	47	162	https://www.imdb.com/name/nm0177896/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0177896/awards?ref_=nm_ql_2
1204	" Jude Law
(I)
"	1972-12-29	Lewisham, London, England, UK	['The Talented Mr. Ripley', 'The Grand Budapest Hotel', 'Sky Captain and the World of Tomorrow', 'Closer']	17	60	https://www.imdb.com/name/nm0000179/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000179/awards?ref_=nm_ql_2
1205	" Amanda Righetti
(I)
"	1983-4-4	St. George, Utah, USA	['Captain America: The First Avenger', 'Friday the 13th', 'The Mentalist', 'Matter']	1	0	https://www.imdb.com/name/nm1119462/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1119462/awards?ref_=nm_ql_2
1206	" Liev Schreiber
"	1967-10-4	San Francisco, California, USA	['Spotlight', 'X-Men Origins: Wolverine', 'The Manchurian Candidate', 'Everything Is Illuminated']	14	39	https://www.imdb.com/name/nm0000630/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000630/awards?ref_=nm_ql_2
1207	" Anna Faris
"	1976-11-29	Baltimore, Maryland, USA	['The House Bunny', 'Just Friends', 'Scary Movie 4', 'Brokeback Mountain']	1	22	https://www.imdb.com/name/nm0267506/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0267506/awards?ref_=nm_ql_2
1208	" Emma Stone
(III)
"	1988-11-6	Scottsdale, Arizona, USA	['La La Land', 'Easy A', 'The Help', 'Birdman or (The Unexpected Virtue of Ignorance)']	68	157	https://www.imdb.com/name/nm1297015/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1297015/awards?ref_=nm_ql_2
1209	" Zachary Quinto
"	1977-6-2	Pittsburgh, Pennsylvania, USA	['Star Trek', 'Margin Call', 'Star Trek Beyond', 'Star Trek Into Darkness']	10	24	https://www.imdb.com/name/nm0704270/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0704270/awards?ref_=nm_ql_2
1210	" Emma Watson
(II)
"	1990-4-15	Paris, France	"['The Perks of Being a Wallflower', ""Harry Potter and the Sorcerer's Stone"", 'The Bling Ring', 'Beauty and the Beast']"	24	59	https://www.imdb.com/name/nm0914612/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0914612/awards?ref_=nm_ql_2
1211	" Jamie Foxx
"	1967-12-13	Terrell, Texas, USA	['Django Unchained', 'Ray', 'Collateral', 'Dreamgirls']	48	80	https://www.imdb.com/name/nm0004937/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004937/awards?ref_=nm_ql_2
1212	" Sandra Bullock
"	1964-7-26	Arlington, Virginia, USA	['The Proposal', 'Miss Congeniality', 'Gravity', 'Speed']	76	112	https://www.imdb.com/name/nm0000113/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000113/awards?ref_=nm_ql_2
1213	" Mark Wahlberg
(I)
"	1971-6-5	Dorchester, Boston, Massachusetts, USA	['The Fighter', 'The Departed', 'Boogie Nights', 'Ted']	21	71	https://www.imdb.com/name/nm0000242/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000242/awards?ref_=nm_ql_2
1214	" Matthew Perry
(I)
"	1969-8-19	Williamstown, Massachusetts, USA	['Friends', 'Studio 60 on the Sunset Strip', 'The Whole Nine Yards', 'Fools Rush In']	5	28	https://www.imdb.com/name/nm0001612/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001612/awards?ref_=nm_ql_2
1215	" Jordan Nagai
"	2000-2-5	Los Angeles, California, USA	['Up', 'The Simpsons', 'Up', '24th Annual Genesis Awards']	1	0	https://www.imdb.com/name/nm2973712/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2973712/awards?ref_=nm_ql_2
1216	" Johnny Depp
"	1963-6-9	Owensboro, Kentucky, USA	"['Pirates of the Caribbean: The Curse of the Black Pearl', 'Sweeney Todd: The Demon Barber of Fleet Street', ""Pirates of the Caribbean: At World's End"", ""Pirates of the Caribbean: Dead Man's Chest""]"	75	145	https://www.imdb.com/name/nm0000136/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000136/awards?ref_=nm_ql_2
1217	" Peter Sarsgaard
"	1971-3-7	Belleville, Illinois, USA	['Shattered Glass', 'Garden State', 'Kinsey', 'An Education']	14	34	https://www.imdb.com/name/nm0765597/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0765597/awards?ref_=nm_ql_2
1218	" David James
(XLII)
"	NA	NA	['District 9', 'The Salvation', 'Sew the Winter to My Skin', 'Kidnap and Ransom']	NA	NA	https://www.imdb.com/name/nm3107870/?ref_=adv_li_st_1	https://www.imdb.com/name/nm3107870/awards?ref_=nm_ql_2
1219	" Sarah Polley
(I)
"	1979-1-8	Toronto, Ontario, Canada	['The Sweet Hereafter', 'My Life Without Me', 'Dawn of the Dead', 'Go']	52	74	https://www.imdb.com/name/nm0001631/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001631/awards?ref_=nm_ql_2
1220	" Kevin Spacey
"	1959-7-26	South Orange, New Jersey, USA	['The Usual Suspects', 'Se7en', 'L.A. Confidential', 'American Beauty']	57	86	https://www.imdb.com/name/nm0000228/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000228/awards?ref_=nm_ql_2
1221	" Paz de la Huerta
"	1984-9-3	New York City, New York, USA	['Enter the Void', 'A Walk to Remember', 'The Cider House Rules', 'Choke']	1	0	https://www.imdb.com/name/nm0209289/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0209289/awards?ref_=nm_ql_2
1222	" Brian Kotzur
"	NA	NA	['Beauty Is Embarrassing', 'Trash Humpers', 'Septien', 'Act Da Fool']	NA	NA	https://www.imdb.com/name/nm2555547/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2555547/awards?ref_=nm_ql_2
1223	" Jennifer Aniston
"	1969-2-11	Sherman Oaks, California, USA	"['Friends', 'Cake', ""We're the Millers"", 'The Bounty Hunter']"	35	77	https://www.imdb.com/name/nm0000098/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000098/awards?ref_=nm_ql_2
1224	" Malin Akerman
"	1978-5-12	Stockholm, Stockholms län, Sweden	['Watchmen', 'The Final Girls', 'Happythankyoumoreplease', '27 Dresses']	1	5	https://www.imdb.com/name/nm0015196/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0015196/awards?ref_=nm_ql_2
1225	" Sam Worthington
"	1976-8-2	Godalming, Surrey, England, UK	['Avatar', 'Terminator Salvation', 'Clash of the Titans', 'Man on a Ledge']	6	17	https://www.imdb.com/name/nm0941777/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0941777/awards?ref_=nm_ql_2
1226	" Joseph Gordon-Levitt
"	1981-2-17	Los Angeles, California, USA	['Inception', 'Looper', 'Don Jon', '50/50']	21	65	https://www.imdb.com/name/nm0330687/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0330687/awards?ref_=nm_ql_2
1227	" Ryan Reynolds
(I)
"	1976-10-23	Vancouver, British Columbia, Canada	['Deadpool', 'Deadpool 2', 'X-Men Origins: Wolverine', 'Buried']	17	47	https://www.imdb.com/name/nm0005351/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0005351/awards?ref_=nm_ql_2
1228	" Charlotte Gainsbourg
"	1971-7-21	London, England, UK	['Antichrist', 'Melancholia', 'Nymphomaniac: Vol. II', 'Nymphomaniac: Vol. I']	14	33	https://www.imdb.com/name/nm0001250/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001250/awards?ref_=nm_ql_2
1229	" Vera Farmiga
"	1973-8-6	Clifton, New Jersey, USA	['Up in the Air', 'The Departed', 'Orphan', 'Bates Motel']	19	77	https://www.imdb.com/name/nm0267812/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0267812/awards?ref_=nm_ql_2
1230	" Thandie Newton
"	1972-11-6	Westminster, London, England, UK	['Crash', 'Westworld', 'Mission: Impossible II', '2012']	15	33	https://www.imdb.com/name/nm0628601/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0628601/awards?ref_=nm_ql_2
1231	" Lily Cole
"	1987-12-27	Torquay, Devon, England, UK	['Snow White and the Huntsman', 'The Imaginarium of Doctor Parnassus', 'The Moth Diaries', 'Star Wars: Episode VIII - The Last Jedi']	0	1	https://www.imdb.com/name/nm2178959/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2178959/awards?ref_=nm_ql_2
1232	" Ashley C. Williams
"	1984-1-24	Boston, Massachusetts, USA	['Albanian Gangster', 'Julia', 'The Human Centipede (First Sequence)', 'Albanian Gangster II: Illyrian Blood']	6	2	https://www.imdb.com/name/nm2280521/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2280521/awards?ref_=nm_ql_2
1233	" Teri Hatcher
"	1964-12-8	Palo Alto, California, USA	['Tomorrow Never Dies', 'Desperate Housewives', 'Lois & Clark: The New Adventures of Superman', 'Coraline']	6	19	https://www.imdb.com/name/nm0000159/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000159/awards?ref_=nm_ql_2
1234	" Sarah Polley
(I)
"	1979-1-8	Toronto, Ontario, Canada	['The Sweet Hereafter', 'My Life Without Me', 'Dawn of the Dead', 'Go']	52	74	https://www.imdb.com/name/nm0001631/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001631/awards?ref_=nm_ql_2
1235	" Soledad Villamil
"	1969-6-19	La Plata, Buenos Aires, Argentina	['The Secret in Their Eyes', 'El mismo amor, la misma lluvia', 'No sos vos, soy yo', 'Vulnerables']	9	8	https://www.imdb.com/name/nm0897845/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0897845/awards?ref_=nm_ql_2
1236	" Channing Tatum
"	1980-4-26	Cullman, Alabama, USA	['21 Jump Street', 'White House Down', '22 Jump Street', 'Foxcatcher']	21	57	https://www.imdb.com/name/nm1475594/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1475594/awards?ref_=nm_ql_2
1237	" Madhavan
(I)
"	1970-6-1	Jamshedpur, Bihar, India	['Vikram Vedha', '3 Idiots', 'Breathe', 'Saala Khadoos']	9	9	https://www.imdb.com/name/nm0534856/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0534856/awards?ref_=nm_ql_2
1238	" Amanda Seyfried
(I)
"	1985-12-3	Allentown, Pennsylvania, USA	['Les Misérables', 'Mean Girls', 'Mamma Mia!', 'Dear John']	7	18	https://www.imdb.com/name/nm1086543/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1086543/awards?ref_=nm_ql_2
1239	" Paul Walker
(I)
(1973–2013)
"	1973-9-12	Glendale, California, USA	['The Fast and the Furious', 'Furious 7', 'Running Scared', 'Fast & Furious']	7	11	https://www.imdb.com/name/nm0908094/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0908094/awards?ref_=nm_ql_2
1174	" Dominic West
(I)
"	1969-10-15	Sheffield, Yorkshire, England, UK	['The Wire', 'Chicago', 'Punisher: War Zone', 'Tomb Raider']	9	14	https://www.imdb.com/name/nm0922035/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0922035/awards?ref_=nm_ql_2
1175	" Chris Rock
(I)
"	1965-2-7	Andrews, South Carolina, USA	['Top Five', 'The Longest Yard', 'Lethal Weapon 4', 'Head of State']	19	64	https://www.imdb.com/name/nm0001674/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001674/awards?ref_=nm_ql_2
1176	" Bob Hoskins
(I)
(1942–2014)
"	1942-10-26	Bury St. Edmunds, Suffolk, England, UK	['The Long Good Friday', 'Who Framed Roger Rabbit', 'Mona Lisa', 'Super Mario Bros.']	23	15	https://www.imdb.com/name/nm0001364/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001364/awards?ref_=nm_ql_2
1177	" Seann William Scott
"	1976-10-3	Cottage Grove, Minnesota, USA	"['American Pie', 'American Wedding', ""Dude, Where's My Car?"", 'American Pie 2']"	5	8	https://www.imdb.com/name/nm0005405/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0005405/awards?ref_=nm_ql_2
1178	" Matt Damon
"	1970-10-8	Boston, Massachusetts, USA	['Good Will Hunting', 'The Martian', 'The Departed', 'The Talented Mr. Ripley']	36	142	https://www.imdb.com/name/nm0000354/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000354/awards?ref_=nm_ql_2
1179	" Josh Brolin
"	1968-2-12	Santa Monica, California, USA	['No Country for Old Men', 'Avengers: Infinity War', 'Inherent Vice', 'Milk']	16	52	https://www.imdb.com/name/nm0000982/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000982/awards?ref_=nm_ql_2
1180	" Laine Megaw
"	NA	NA	['Hunger', 'Divorcing Jack', 'Mickybo and Me', 'Sunset Heights']	NA	NA	https://www.imdb.com/name/nm0002565/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0002565/awards?ref_=nm_ql_2
1181	" Matthew Fox
(I)
"	1966-7-14	Abington, Pennsylvania, USA	['Bone Tomahawk', 'Lost', 'We Are Marshall', 'Vantage Point']	6	36	https://www.imdb.com/name/nm0289142/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0289142/awards?ref_=nm_ql_2
1182	" Bradley Cooper
(I)
"	1975-1-5	Philadelphia, Pennsylvania, USA	['A Star Is Born', 'Silver Linings Playbook', 'American Sniper', 'American Hustle']	47	162	https://www.imdb.com/name/nm0177896/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0177896/awards?ref_=nm_ql_2
1183	" Liev Schreiber
"	1967-10-4	San Francisco, California, USA	['Spotlight', 'X-Men Origins: Wolverine', 'The Manchurian Candidate', 'Everything Is Illuminated']	14	39	https://www.imdb.com/name/nm0000630/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000630/awards?ref_=nm_ql_2
1184	" Steve Harris
(I)
"	1965-12-3	Chicago, Illinois, USA	['The Practice', 'The Rock', 'Diary of a Mad Black Woman', 'In Your Eyes']	3	15	https://www.imdb.com/name/nm0004996/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004996/awards?ref_=nm_ql_2
1185	" Josh Hutcherson
"	1992-10-12	Union, Kentucky, USA	['The Hunger Games', 'The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay - Part 2', 'The Kids Are All Right']	19	24	https://www.imdb.com/name/nm1242688/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1242688/awards?ref_=nm_ql_2
1186	" Michelle Monaghan
(I)
"	1976-3-23	Winthrop, Iowa, USA	['Kiss Kiss Bang Bang', 'Pixels', 'Gone Baby Gone', 'Source Code']	3	8	https://www.imdb.com/name/nm1157358/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1157358/awards?ref_=nm_ql_2
1187	" Hugh Jackman
"	1968-10-12	Sydney, New South Wales, Australia	['Les Misérables', 'Logan', 'X-Men Origins: Wolverine', 'X-Men']	29	89	https://www.imdb.com/name/nm0413168/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0413168/awards?ref_=nm_ql_2
1188	" Robert Knepper
"	1959-7-8	Fremont, Ohio, USA	['Prison Break', 'Hitman', 'Transporter 3', 'Hostage']	0	3	https://www.imdb.com/name/nm0460694/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0460694/awards?ref_=nm_ql_2
1189	" Kat Dennings
"	1986-6-13	Philadelphia, Pennsylvania, USA	"[""Nick and Norah's Infinite Playlist"", 'Thor', 'Thor: The Dark World', 'Charlie Bartlett']"	1	4	https://www.imdb.com/name/nm0993507/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0993507/awards?ref_=nm_ql_2
1190	" Jennifer Aniston
"	1969-2-11	Sherman Oaks, California, USA	"['Friends', 'Cake', ""We're the Millers"", 'The Bounty Hunter']"	35	77	https://www.imdb.com/name/nm0000098/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000098/awards?ref_=nm_ql_2
1191	" Al Pacino
(I)
"	1940-4-25	Manhattan, New York City, New York, USA	['Serpico', 'The Godfather', 'Dog Day Afternoon', 'Dick Tracy']	47	70	https://www.imdb.com/name/nm0000199/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000199/awards?ref_=nm_ql_2
1192	" Michelle Monaghan
(I)
"	1976-3-23	Winthrop, Iowa, USA	['Kiss Kiss Bang Bang', 'Pixels', 'Gone Baby Gone', 'Source Code']	3	8	https://www.imdb.com/name/nm1157358/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1157358/awards?ref_=nm_ql_2
1193	" Aidan Quinn
(I)
"	1959-3-8	Chicago, Illinois, USA	['Benny & Joon', 'Practical Magic', 'Flipped', 'Legends of the Fall']	2	13	https://www.imdb.com/name/nm0001644/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001644/awards?ref_=nm_ql_2
1194	" Frederick Lau
"	1989-8-17	Berlin, Germany	['Victoria', 'The Wave', '4 Blocks', 'Das kalte Herz']	9	4	https://www.imdb.com/name/nm1035643/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1035643/awards?ref_=nm_ql_2
